Female,Male,Vine,Observation_no,2020-05-06,2020-05-12,2020-05-17,2020-05-20,2020-05-23,2020-05-27,2020-05-30,2020-06-02,2020-06-06,2020-06-08,2020-06-11,2020-06-14,2020-06-18,2020-06-21,2020-06-25,2020-06-29,2020-07-02,2020-07-05,2020-07-13,2020-07-22,2020-07-27,2020-08-02,2020-08-09,2020-08-13,2020-08-16,2020-08-22,2020-08-26
SKND.009.41,ND.213,1.067.049,4,0,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.050,4,1,5,7,11,12,13,13,15,17,18,63,69,73,73,73,75,75,75,75,79,79,79,79,81,81,83,85
SKND.009.41,ND.213,1.067.051,4,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.052,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.053,4,1,3,1,1,3,0,0,0,0,0,0,0,0,12,0,16,23,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.054,4,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.001,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.002,4,0,1,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.003,4,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.004,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.005,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.006,4,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.007,4,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.008,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.009,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.010,4,1,3,3,8,8,13,14,NA,15,62,67,69,73,73,75,75,79,79,79,79,81,83,85,85,85,85,85
SKND.009.41,ND.213,1.068.011,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.012,4,0,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.013,4,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.014,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.015,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.016,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.017,4,0,1,1,1,1,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.018,4,0,1,1,1,1,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.019,4,0,1,5,8,11,13,14,NA,14,62,68,69,73,73,0,75,75,75,77,79,79,79,85,85,85,85,85
SKND.009.41,ND.213,1.068.020,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.021,4,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.022,4,0,1,1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,13,20,26,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.023,4,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.024,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.025,4,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.026,4,3,3,1,3,5,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.027,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.028,4,0,1,3,1,5,8,8,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.029,4,1,3,1,1,3,13,13,NA,15,16,17,18,NA,NA,22,27,17,33,30,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.030,4,0,0,0,0,1,0,0,NA,8,0,11,12,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.031,4,0,1,1,1,1,0,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.032,4,1,3,3,3,5,0,0,NA,12,14,15,14,17,19,0,NA,22,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.033,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.034,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.035,4,0,0,1,1,1,0,0,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.036,4,0,1,3,8,11,11,14,NA,16,17,18,19,20,20,16,75,30,24,75,79,79,79,79,81,79,81,NA
SKND.009.41,ND.213,1.068.037,4,0,1,1,1,1,0,0,NA,0,0,11,0,0,0,0,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.038,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.039,4,0,1,1,5,1,8,11,NA,13,14,14,15,19,16,18,NA,26,25,19,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.040,4,0,1,1,1,1,0,0,NA,11,11,13,14,14,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.041,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.042,4,0,1,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.043,4,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.044,4,0,NA,0,1,1,0,0,NA,0,0,0,0,0,0,0,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.045,4,0,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.046,4,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.047,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.048,4,0,1,0,3,3,8,11,NA,14,15,16,16,16,14,17,17,16,19,19,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.049,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.050,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.051,4,0,1,5,8,8,12,14,NA,15,61,64,69,71,73,71,73,75,75,75,79,79,79,81,81,81,85,85
SKND.009.41,ND.213,1.068.052,4,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.053,4,1,1,1,3,1,8,13,NA,15,15,61,65,71,73,73,75,75,75,77,79,79,79,81,85,85,85,85
SKND.009.41,ND.213,1.068.054,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.055,4,0,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.056,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.057,4,0,3,7,11,13,14,14,NA,17,62,64,69,71,75,75,75,72,79,77,79,79,81,85,85,85,85,85
SKND.009.41,ND.213,1.068.058,4,0,0,1,1,1,0,0,NA,12,11,13,14,17,16,17,19,22,20,24,NA,81,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.068.059,4,0,0,1,0,1,0,0,NA,11,12,11,61,20,71,71,73,75,75,77,NA,79,NA,NA,NA,79,81,NA
SKND.009.41,ND.213,1.069.001,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.002,4,0,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.003,4,0,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.004,4,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,13,13,13,15,16,18,19,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.005,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.006,4,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.007,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.008,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.009,4,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.010,4,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.011,4,0,1,3,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.012,4,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.013,4,0,0,5,8,8,13,13,NA,13,15,20,69,73,73,75,75,77,77,77,79,79,79,83,85,85,85,NA
SKND.009.41,ND.213,1.069.014,4,0,1,1,1,1,0,0,NA,0,0,0,0,0,11,12,16,16,17,28,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.015,4,1,3,3,3,3,0,8,NA,13,13,13,14,16,16,18,17,22,16,22,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.016,4,0,1,1,1,1,0,0,NA,12,13,12,14,16,16,12,NA,19,24,22,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.017,4,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.018,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.019,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.020,4,0,1,1,1,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.021,4,0,1,1,1,1,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.022,4,0,1,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.023,4,0,1,1,1,3,0,0,NA,0,0,0,0,11,11,19,24,23,27,30,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.024,4,0,0,0,0,1,0,0,NA,0,0,0,0,12,12,13,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.025,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.026,4,0,1,1,1,1,8,8,NA,14,13,14,13,15,15,17,14,15,16,18,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.027,4,0,1,1,1,1,0,8,NA,13,13,12,14,16,16,17,22,13,25,25,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.028,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.029,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.030,4,0,1,5,8,13,13,14,NA,15,15,63,68,71,73,73,75,75,75,79,81,79,79,79,81,85,85,NA
SKND.009.41,ND.213,1.069.031,4,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.032,4,0,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.033,4,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.034,4,0,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.035,4,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.036,4,0,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.037,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.038,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.039,4,1,3,8,11,13,12,15,NA,13,15,68,18,73,73,73,75,75,77,75,79,79,79,85,85,85,85,85
SKND.009.41,ND.213,1.069.040,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.041,4,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.042,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.043,4,0,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.044,4,0,1,1,1,1,0,13,NA,16,16,17,14,17,22,22,19,73,26,23,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.045,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.046,4,NA,NA,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.047,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.048,4,0,1,1,3,8,11,13,NA,13,14,17,61,73,73,75,75,73,75,22,81,83,NA,85,NA,85,NA,NA
SKND.009.41,ND.213,1.069.049,4,0,1,1,8,11,11,12,NA,14,16,17,67,NA,20,73,75,28,22,24,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.050,4,0,1,1,1,1,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.051,4,0,1,1,1,1,11,8,NA,12,13,14,15,16,15,15,20,19,20,23,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.052,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.053,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.054,4,0,1,0,1,1,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.055,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.056,4,NA,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.057,4,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.058,4,0,1,1,1,1,0,0,NA,8,11,12,13,15,14,14,15,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.059,4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.060,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.061,4,0,NA,1,1,1,0,0,NA,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.062,4,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.069.063,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.070.001,4,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.070.002,4,0,1,1,1,3,7,8,NA,13,12,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.070.003,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.070.004,4,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.070.005,4,0,3,1,3,3,0,0,NA,0,0,0,0,0,12,14,16,15,18,17,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.070.006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.070.007,4,0,1,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.070.008,4,1,3,5,3,5,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.070.009,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.070.010,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.070.011,4,0,0,1,0,1,0,0,NA,0,0,0,0,0,0,0,NA,12,23,18,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.070.012,4,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.070.013,4,1,1,1,5,7,8,8,NA,11,14,12,13,14,14,14,15,15,16,18,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.070.014,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.070.015,4,0,1,3,5,5,0,8,NA,14,14,15,15,18,19,20,17,18,20,26,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.070.016,4,0,1,1,1,1,8,11,NA,12,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.070.017,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.070.018,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.070.019,4,0,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.070.020,4,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
