Female,Male,Vine,Observation_no,2020-05-06,2020-05-12,2020-05-17,2020-05-20,2020-05-23,2020-05-27,2020-05-30,2020-06-02,2020-06-06,2020-06-08,2020-06-11,2020-06-14,2020-06-18,2020-06-21,2020-06-25,2020-06-29,2020-07-02,2020-07-05,2020-07-13,2020-07-22,2020-07-27,2020-08-02,2020-08-09,2020-08-13,2020-08-16,2020-08-22,2020-08-26
SKND.009.41,ND.213,1.064.010,1,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.011,1,NA,1,NA,1,1,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.012,1,3,1,1,1,1,13,14,14,17,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.013,1,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.014,1,3,3,3,3,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.015,1,1,1,1,1,1,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.016,1,3,0,3,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.017,1,1,0,1,1,1,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.018,1,5,5,7,8,12,14,15,17,17,20,69,71,75,75,77,77,77,77,79,79,79,79,85,85,85,85,85
SKND.009.41,ND.213,1.064.019,1,8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.020,1,3,0,1,3,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.021,1,1,0,3,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.022,1,3,1,5,8,12,14,15,16,18,18,61,68,73,75,77,77,77,79,79,79,79,79,81,81,83,85,85
SKND.009.41,ND.213,1.064.023,1,3,5,5,8,11,14,16,16,19,19,68,69,73,75,77,77,77,79,79,79,83,81,85,85,85,NA,NA
SKND.009.41,ND.213,1.064.024,1,7,1,NA,NA,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.025,1,1,1,1,3,1,7,0,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.026,1,3,3,5,5,8,12,13,14,16,16,18,17,18,19,NA,23,23,26,30,20,83,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.027,1,1,1,3,1,1,14,11,12,13,14,NA,15,17,17,18,18,19,18,20,19,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.028,1,3,3,3,3,5,12,13,13,14,14,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.029,1,5,5,5,5,8,13,13,14,16,16,17,69,69,73,75,75,24,75,75,79,79,79,79,81,81,NA,NA
SKND.009.41,ND.213,1.064.030,1,3,1,3,3,5,12,13,13,15,15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.031,1,5,5,8,8,13,15,16,19,20,60,68,71,75,75,77,75,77,79,79,79,79,79,85,85,85,85,85
SKND.009.41,ND.213,1.064.032,1,3,3,5,5,7,8,15,12,13,13,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.033,1,5,5,8,11,12,15,15,18,20,19,68,69,75,75,75,75,75,75,75,79,83,83,85,85,85,85,85
SKND.009.41,ND.213,1.064.034,1,8,NA,NA,5,5,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.035,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.036,1,1,1,0,1,1,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.037,1,0,1,3,3,3,0,0,NA,NA,NA,NA,13,12,13,14,16,18,NA,25,24,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.038,1,0,1,NA,1,3,0,0,NA,NA,NA,NA,NA,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.039,1,0,1,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.040,1,3,1,1,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.041,1,1,1,3,3,3,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.042,1,3,3,5,8,11,13,15,16,19,12,13,15,19,19,NA,18,19,23,26,36,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.043,1,0,1,3,3,3,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.044,1,1,1,1,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.045,1,1,1,3,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.001,1,0,1,1,3,1,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.002,1,3,5,5,7,8,13,14,15,17,17,18,69,73,73,75,17,23,27,30,33,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.004,1,3,3,5,5,7,12,13,14,13,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.005,1,0,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.006,1,5,5,5,5,12,14,16,17,18,18,66,69,73,75,75,25,75,75,32,79,83,85,85,85,85,85,85
SKND.009.41,ND.213,1.065.007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.008,1,5,5,5,5,8,11,12,12,18,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.009,1,5,5,5,5,5,13,16,17,19,15,16,16,18,19,NA,20,75,24,28,79,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.010,1,1,1,1,1,1,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.011,1,5,5,7,11,1,14,15,15,16,62,64,69,73,75,75,77,75,75,26,79,79,79,79,79,79,79,81
SKND.009.41,ND.213,1.065.012,1,3,NA,3,3,3,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.013,1,3,3,5,7,8,13,13,14,17,17,18,61,73,73,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.014,1,5,5,8,11,13,15,16,18,20,19,65,71,75,75,75,77,75,77,79,79,79,79,81,85,85,85,85
SKND.009.41,ND.213,1.065.015,1,0,NA,NA,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.016,1,0,NA,NA,NA,3,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.017,1,0,1,1,1,5,8,12,13,15,15,15,16,16,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.018,1,3,5,7,8,13,15,16,16,18,19,67,69,73,75,75,75,75,75,79,79,83,83,85,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.019,1,0,NA,1,1,1,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.020,1,3,5,7,8,13,14,15,16,17,17,66,69,73,75,77,75,75,75,77,79,81,81,85,85,85,85,85
SKND.009.41,ND.213,1.065.021,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.022,1,3,1,3,1,3,12,0,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.023,1,0,1,1,3,3,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.024,1,3,1,3,1,1,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.025,1,3,5,7,8,12,15,16,17,19,60,67,71,75,75,77,75,75,77,77,79,79,79,85,85,85,85,85
SKND.009.41,ND.213,1.065.026,1,3,3,1,3,3,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.027,1,5,3,5,7,8,13,14,14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.028,1,5,3,5,5,7,14,16,15,18,19,64,68,73,73,75,75,75,79,79,79,79,79,85,85,85,85,85
SKND.009.41,ND.213,1.065.029,1,5,5,7,11,12,14,15,17,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.030,1,NA,1,NA,1,1,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.031,1,5,3,7,8,8,8,12,14,14,16,17,16,20,19,20,19,18,20,24,17,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.032,1,0,1,1,1,1,11,0,NA,NA,NA,NA,12,15,15,16,17,18,14,22,24,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.033,1,1,1,1,1,1,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.034,1,3,1,3,1,3,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.035,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.036,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.037,1,1,0,3,3,5,16,11,13,16,16,17,18,29,16,NA,17,18,17,30,20,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.038,1,5,3,7,8,11,14,15,17,20,60,62,68,73,75,75,75,77,79,79,79,79,79,81,81,83,85,85
SKND.009.41,ND.213,1.065.039,1,5,1,8,12,13,16,18,19,20,20,20,23,22,19,25,23,28,29,27,32,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.040,1,NA,1,NA,NA,1,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.041,1,0,1,1,3,1,13,8,12,14,14,15,16,18,18,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.042,1,NA,NA,NA,NA,1,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.043,1,5,3,5,8,11,15,17,18,20,20,69,69,26,24,24,30,15,16,22,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.044,1,3,5,5,5,5,13,13,14,17,17,20,NA,NA,NA,26,17,35,13,17,20,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.045,1,5,5,7,8,12,15,16,18,18,20,NA,22,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.046,1,5,5,8,13,15,15,16,19,19,19,68,71,75,75,77,77,77,75,77,22,79,79,83,85,85,85,85
SKND.009.41,ND.213,1.065.047,1,5,3,3,7,5,14,14,15,16,16,18,18,18,20,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,85,85
SKND.009.41,ND.213,1.065.048,1,5,5,5,7,13,14,15,15,18,18,18,61,24,24,27,18,17,19,13,NA,NA,NA,NA,85,NA,NA,NA
SKND.009.41,ND.213,1.065.049,1,0,1,5,7,8,13,14,NA,17,17,18,19,22,22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.001,1,1,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.002,1,1,1,3,1,3,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.004,1,NA,NA,NA,1,1,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.005,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.006,1,5,5,5,5,5,16,12,13,15,15,16,17,20,NA,23,23,25,25,30,35,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.007,1,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.008,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.009,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.010,1,1,NA,1,1,1,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.011,1,5,5,5,5,5,13,13,14,16,19,60,66,71,71,73,75,71,24,17,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.012,1,1,1,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.013,1,1,NA,1,1,1,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.014,1,5,5,8,11,12,15,16,18,18,19,66,71,75,75,77,75,77,77,79,79,81,81,85,85,85,85,85
SKND.009.41,ND.213,1.066.015,1,3,3,5,8,8,15,15,16,15,16,16,68,73,73,75,75,75,75,18,79,79,83,79,85,85,85,85
SKND.009.41,ND.213,1.066.016,1,5,5,5,8,11,14,15,16,19,20,66,69,73,75,75,75,77,77,77,79,85,85,85,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.017,1,1,NA,NA,NA,1,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.018,1,0,1,1,13,1,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.019,1,NA,NA,NA,3,1,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.020,1,0,1,1,1,1,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.021,1,0,1,3,1,1,12,8,8,12,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.022,1,NA,NA,NA,NA,1,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.023,1,3,1,3,3,1,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.024,1,5,3,5,8,13,14,15,15,16,17,18,69,73,75,75,75,75,75,16,17,79,79,79,81,79,NA,NA
SKND.009.41,ND.213,1.066.025,1,NA,1,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.026,1,3,3,3,3,3,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.027,1,0,1,NA,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.028,1,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.029,1,0,1,3,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.030,1,3,3,3,5,5,13,12,13,15,16,17,16,18,20,18,19,20,20,NA,23,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.031,1,3,3,5,8,11,15,16,17,19,19,60,66,73,73,75,75,77,79,77,79,85,85,85,85,85,NA,NA
SKND.009.41,ND.213,1.066.032,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.033,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.034,1,1,1,1,1,1,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.035,1,1,1,1,3,11,14,14,16,17,18,18,67,73,73,75,75,75,75,75,79,79,85,85,85,85,NA,NA
SKND.009.41,ND.213,1.066.036,1,5,5,5,5,5,14,12,13,15,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.037,1,1,1,3,1,3,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.038,1,5,1,3,1,1,0,0,NA,12,12,13,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.039,1,5,5,5,5,5,12,8,11,14,14,15,16,18,19,19,19,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.040,1,0,1,3,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.041,1,3,NA,NA,3,3,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.042,1,3,1,3,3,1,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.043,1,1,1,1,3,3,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.044,1,3,1,3,3,3,14,14,NA,12,13,15,16,18,20,20,NA,25,27,13,17,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.045,1,0,1,1,1,1,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.046,1,0,1,1,8,11,16,15,16,17,18,18,19,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.047,1,3,1,1,1,1,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.048,1,0,1,1,1,1,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.049,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.050,1,5,3,8,11,13,14,15,17,17,18,20,23,22,73,24,24,20,22,24,27,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.051,1,5,5,7,8,12,14,14,16,17,17,61,69,73,73,NA,75,75,75,24,79,83,85,85,85,85,NA,85
SKND.009.41,ND.213,1.066.052,1,1,1,1,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.001,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.002,1,5,5,5,7,8,13,13,15,17,17,18,69,22,23,NA,27,27,25,31,32,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.003,1,5,5,5,7,8,14,14,15,16,18,63,69,73,75,75,75,75,77,79,79,79,79,79,79,79,81,81
SKND.009.41,ND.213,1.067.004,1,1,NA,NA,NA,1,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.005,1,3,3,3,3,3,13,0,11,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.006,1,3,3,3,3,3,14,0,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.007,1,3,1,3,3,3,7,8,8,12,13,14,NA,17,17,18,19,20,20,22,31,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.008,1,3,1,3,3,5,11,12,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.009,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.010,1,1,1,NA,1,3,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.012,1,5,5,8,13,14,15,16,18,19,68,68,71,75,75,75,75,75,75,75,79,83,85,85,85,85,85,85
SKND.009.41,ND.213,1.067.013,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.014,1,1,3,3,3,3,15,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
