"","ID","Male","Female","yyyymmdd","DOY","Vine","1","2","3","4"
"273","1.093.029_2020-06-21","ND.213","ND.054.27","2020-06-21","173","1.093.029",73,22,20,19
"274","1.093.029_2020-06-25","ND.213","ND.054.27","2020-06-25","177","1.093.029",75,20,20,18
"275","1.093.029_2020-06-29","ND.213","ND.054.27","2020-06-29","181","1.093.029",20,20,22,75
"276","1.093.029_2020-07-02","ND.213","ND.054.27","2020-07-02","184","1.093.029",20,75,24,23
"277","1.093.029_2020-07-05","ND.213","ND.054.27","2020-07-05","187","1.093.029",20,28,27,20
"278","1.093.029_2020-07-13","ND.213","ND.054.27","2020-07-13","195","1.093.029",31,25,22,32
"279","1.093.029_2021-05-08","ND.213","ND.054.27","2021-05-08","128","1.093.029",5,5,5,5
"280","1.093.029_2021-05-14","ND.213","ND.054.27","2021-05-14","134","1.093.029",8,8,8,7
"281","1.093.029_2021-05-17","ND.213","ND.054.27","2021-05-17","137","1.093.029",11,11,11,11
"282","1.093.029_2021-05-20","ND.213","ND.054.27","2021-05-20","140","1.093.029",14,13,14,14
"283","1.093.029_2021-05-25","ND.213","ND.054.27","2021-05-25","145","1.093.029",16,55,53,55
"284","1.093.029_2021-06-01","ND.213","ND.054.27","2021-06-01","152","1.093.029",53,53,53,53
"285","1.093.029_2021-06-04","ND.213","ND.054.27","2021-06-04","155","1.093.029",57,57,57,57
"286","1.093.029_2021-06-07","ND.213","ND.054.27","2021-06-07","158","1.093.029",69,68,67,69
"287","1.093.029_2021-06-14","ND.213","ND.054.27","2021-06-14","165","1.093.029",71,71,71,71
"288","1.093.029_2021-06-17","ND.213","ND.054.27","2021-06-17","168","1.093.029",73,73,73,71
"289","1.093.029_2021-06-21","ND.213","ND.054.27","2021-06-21","172","1.093.029",75,75,75,75
"290","1.093.029_2021-06-24","ND.213","ND.054.27","2021-06-24","175","1.093.029",75,75,75,75
"291","1.093.029_2021-06-28","ND.213","ND.054.27","2021-06-28","179","1.093.029",79,79,79,79
"292","1.093.029_2021-07-02","ND.213","ND.054.27","2021-07-02","183","1.093.029",79,79,79,79
"293","1.093.029_2021-07-07","ND.213","ND.054.27","2021-07-07","188","1.093.029",79,79,79,79
"294","1.093.029_2021-07-12","ND.213","ND.054.27","2021-07-12","193","1.093.029",79,79,79,79
"295","1.093.029_2021-07-15","ND.213","ND.054.27","2021-07-15","196","1.093.029",79,79,79,79
"296","1.093.029_2021-07-19","ND.213","ND.054.27","2021-07-19","200","1.093.029",79,79,79,79
"297","1.093.029_2021-07-23","ND.213","ND.054.27","2021-07-23","204","1.093.029",79,79,79,79
"298","1.093.029_2021-07-26","ND.213","ND.054.27","2021-07-26","207","1.093.029",79,79,79,79
"299","1.093.029_2021-08-05","ND.213","ND.054.27","2021-08-05","217","1.093.029",79,79,79,79
"300","1.093.030_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.093.030",8,1,0,0
"301","1.093.030_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.093.030",13,5,0,0
"302","1.093.030_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.093.030",13,5,0,0
"303","1.093.030_2020-06-06","ND.213","ND.054.27","2020-06-06","158","1.093.030",16,0,0,0
"304","1.093.030_2020-06-08","ND.213","ND.054.27","2020-06-08","160","1.093.030",17,0,0,0
"305","1.093.030_2020-06-11","ND.213","ND.054.27","2020-06-11","163","1.093.030",18,0,0,0
"306","1.093.030_2020-06-14","ND.213","ND.054.27","2020-06-14","166","1.093.030",68,19,0,0
"307","1.093.030_2020-06-18","ND.213","ND.054.27","2020-06-18","170","1.093.030",73,23,0,0
"308","1.093.030_2020-06-21","ND.213","ND.054.27","2020-06-21","173","1.093.030",73,NA,0,0
"309","1.093.030_2020-06-25","ND.213","ND.054.27","2020-06-25","177","1.093.030",75,23,0,0
"310","1.093.030_2020-06-29","ND.213","ND.054.27","2020-06-29","181","1.093.030",75,26,NA,NA
"311","1.093.030_2020-07-02","ND.213","ND.054.27","2020-07-02","184","1.093.030",75,29,NA,NA
"312","1.093.030_2020-07-05","ND.213","ND.054.27","2020-07-05","187","1.093.030",75,30,NA,NA
"313","1.093.030_2020-07-13","ND.213","ND.054.27","2020-07-13","195","1.093.030",79,35,NA,NA
"314","1.093.030_2020-07-22","ND.213","ND.054.27","2020-07-22","204","1.093.030",79,NA,NA,NA
"315","1.093.030_2020-07-27","ND.213","ND.054.27","2020-07-27","209","1.093.030",79,NA,NA,NA
"316","1.093.030_2021-05-08","ND.213","ND.054.27","2021-05-08","128","1.093.030",1,1,3,1
"317","1.093.030_2021-05-14","ND.213","ND.054.27","2021-05-14","134","1.093.030",5,5,3,5
"318","1.093.030_2021-05-17","ND.213","ND.054.27","2021-05-17","137","1.093.030",8,8,8,7
"319","1.093.030_2021-05-20","ND.213","ND.054.27","2021-05-20","140","1.093.030",11,12,12,11
"320","1.093.030_2021-05-25","ND.213","ND.054.27","2021-05-25","145","1.093.030",13,12,11,13
"321","1.093.030_2021-06-01","ND.213","ND.054.27","2021-06-01","152","1.093.030",15,15,14,14
"322","1.093.031_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.093.031",5,3,1,0
"323","1.093.031_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.093.031",5,1,1,1
"324","1.093.031_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.093.031",5,5,3,1
"325","1.093.031_2020-05-20","ND.213","ND.054.27","2020-05-20","141","1.093.031",5,5,3,1
"326","1.093.031_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.093.031",5,5,1,1
"327","1.093.031_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.093.031",11,7,7,5
"328","1.093.031_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.093.031",11,8,8,7
"329","1.093.031_2020-06-06","ND.213","ND.054.27","2020-06-06","158","1.093.031",13,13,12,12
"330","1.093.031_2020-06-08","ND.213","ND.054.27","2020-06-08","160","1.093.031",13,12,11,0
"331","1.093.031_2020-06-11","ND.213","ND.054.27","2020-06-11","163","1.093.031",14,13,11,0
"332","1.093.031_2020-06-14","ND.213","ND.054.27","2020-06-14","166","1.093.031",15,14,0,0
"333","1.093.031_2020-06-18","ND.213","ND.054.27","2020-06-18","170","1.093.031",17,16,0,0
"334","1.093.031_2020-06-21","ND.213","ND.054.27","2020-06-21","173","1.093.031",17,16,0,0
"335","1.093.031_2020-06-25","ND.213","ND.054.27","2020-06-25","177","1.093.031",17,17,0,0
"336","1.093.031_2020-06-29","ND.213","ND.054.27","2020-06-29","181","1.093.031",18,19,NA,NA
"337","1.093.031_2020-07-02","ND.213","ND.054.27","2020-07-02","184","1.093.031",75,29,NA,NA
"338","1.093.031_2020-07-13","ND.213","ND.054.27","2020-07-13","195","1.093.031",19,25,NA,NA
"339","1.093.031_2020-07-05","ND.213","ND.054.27","2020-07-05","187","1.093.031",NA,18,NA,NA
"340","1.093.032_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.093.032",8,7,5,3
"341","1.093.032_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.093.032",5,3,1,1
"342","1.093.032_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.093.032",5,5,3,3
"343","1.093.032_2020-05-20","ND.213","ND.054.27","2020-05-20","141","1.093.032",5,3,1,0
"344","1.093.032_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.093.032",5,5,3,1
"345","1.093.032_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.093.032",1,1,1,1
"346","1.093.032_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.093.032",0,0,0,0
"347","1.093.032_2020-06-29","ND.213","ND.054.27","2020-06-29","181","1.093.032",73,18,14,13
"348","1.093.032_2020-07-02","ND.213","ND.054.27","2020-07-02","184","1.093.032",14,13,14,73
"349","1.093.032_2020-07-05","ND.213","ND.054.27","2020-07-05","187","1.093.032",15,13,20,NA
"350","1.093.032_2020-07-13","ND.213","ND.054.27","2020-07-13","195","1.093.032",18,19,14,NA
"351","1.093.033_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.093.033",5,5,3,1
"352","1.093.033_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.093.033",5,5,5,3
"353","1.093.033_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.093.033",5,5,5,3
"354","1.093.033_2020-05-20","ND.213","ND.054.27","2020-05-20","141","1.093.033",5,5,3,0
"355","1.093.033_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.093.033",5,5,5,5
"356","1.093.033_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.093.033",5,3,1,1
"357","1.093.033_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.093.033",8,0,0,0
"358","1.093.033_2020-06-06","ND.213","ND.054.27","2020-06-06","158","1.093.033",14,13,12,0
"359","1.093.033_2020-06-08","ND.213","ND.054.27","2020-06-08","160","1.093.033",14,14,0,0
"360","1.093.033_2020-06-11","ND.213","ND.054.27","2020-06-11","163","1.093.033",15,14,13,0
"361","1.093.033_2020-07-22","ND.213","ND.054.27","2020-07-22","204","1.093.033",79,79,79,79
"362","1.093.033_2020-07-27","ND.213","ND.054.27","2020-07-27","209","1.093.033",79,79,79,79
"363","1.093.033_2021-05-08","ND.213","ND.054.27","2021-05-08","128","1.093.033",5,5,5,5
"364","1.093.033_2021-05-14","ND.213","ND.054.27","2021-05-14","134","1.093.033",7,7,5,5
"365","1.093.033_2021-05-17","ND.213","ND.054.27","2021-05-17","137","1.093.033",12,11,11,11
"366","1.093.033_2021-05-20","ND.213","ND.054.27","2021-05-20","140","1.093.033",14,13,12,14
"367","1.093.033_2021-05-25","ND.213","ND.054.27","2021-05-25","145","1.093.033",53,53,53,16
"368","1.093.033_2021-06-01","ND.213","ND.054.27","2021-06-01","152","1.093.033",55,55,53,53
"369","1.093.033_2021-06-04","ND.213","ND.054.27","2021-06-04","155","1.093.033",61,61,57,57
"370","1.093.033_2021-06-07","ND.213","ND.054.27","2021-06-07","158","1.093.033",65,69,69,69
"371","1.093.033_2021-06-14","ND.213","ND.054.27","2021-06-14","165","1.093.033",75,75,73,73
"372","1.093.033_2021-06-17","ND.213","ND.054.27","2021-06-17","168","1.093.033",75,75,73,75
"373","1.093.033_2021-06-21","ND.213","ND.054.27","2021-06-21","172","1.093.033",77,75,75,75
"374","1.093.033_2021-06-24","ND.213","ND.054.27","2021-06-24","175","1.093.033",75,75,75,75
"375","1.093.033_2021-06-28","ND.213","ND.054.27","2021-06-28","179","1.093.033",79,79,79,79
"376","1.093.033_2021-07-02","ND.213","ND.054.27","2021-07-02","183","1.093.033",79,79,79,79
"377","1.093.033_2021-07-07","ND.213","ND.054.27","2021-07-07","188","1.093.033",79,79,79,79
"378","1.093.033_2021-07-12","ND.213","ND.054.27","2021-07-12","193","1.093.033",79,79,79,79
"379","1.093.033_2021-07-15","ND.213","ND.054.27","2021-07-15","196","1.093.033",79,79,79,79
"380","1.093.033_2021-07-19","ND.213","ND.054.27","2021-07-19","200","1.093.033",79,79,79,79
"381","1.093.033_2021-07-23","ND.213","ND.054.27","2021-07-23","204","1.093.033",79,79,79,79
"382","1.093.033_2021-07-26","ND.213","ND.054.27","2021-07-26","207","1.093.033",79,79,79,79
"383","1.093.033_2021-08-05","ND.213","ND.054.27","2021-08-05","217","1.093.033",83,83,85,85
"384","1.093.034_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.093.034",5,3,1,1
"385","1.093.034_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.093.034",5,5,3,3
"386","1.093.034_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.093.034",5,3,1,1
"387","1.093.034_2020-05-20","ND.213","ND.054.27","2020-05-20","141","1.093.034",5,5,3,1
"388","1.093.034_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.093.034",5,5,5,3
"389","1.093.034_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.093.034",8,8,5,3
"390","1.093.034_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.093.034",12,11,11,8
"391","1.093.034_2020-06-06","ND.213","ND.054.27","2020-06-06","158","1.093.034",14,14,12,0
"392","1.093.034_2020-06-08","ND.213","ND.054.27","2020-06-08","160","1.093.034",15,13,0,0
"393","1.093.034_2021-05-08","ND.213","ND.054.27","2021-05-08","128","1.093.034",5,5,5,5
"394","1.093.034_2021-05-14","ND.213","ND.054.27","2021-05-14","134","1.093.034",7,7,7,7
"395","1.093.034_2021-05-17","ND.213","ND.054.27","2021-05-17","137","1.093.034",12,12,8,8
"396","1.093.034_2021-05-20","ND.213","ND.054.27","2021-05-20","140","1.093.034",14,12,14,12
"397","1.093.034_2021-05-25","ND.213","ND.054.27","2021-05-25","145","1.093.034",53,53,16,15
"398","1.093.034_2021-06-01","ND.213","ND.054.27","2021-06-01","152","1.093.034",53,55,55,14
"399","1.093.034_2021-06-04","ND.213","ND.054.27","2021-06-04","155","1.093.034",57,57,57,57
"400","1.093.034_2021-06-14","ND.213","ND.054.27","2021-06-14","165","1.093.034",73,71,71,71
"401","1.093.034_2021-06-17","ND.213","ND.054.27","2021-06-17","168","1.093.034",73,73,73,73
"402","1.093.034_2021-06-21","ND.213","ND.054.27","2021-06-21","172","1.093.034",73,75,73,NA
"403","1.093.034_2021-06-24","ND.213","ND.054.27","2021-06-24","175","1.093.034",73,73,NA,NA
"404","1.093.034_2021-06-28","ND.213","ND.054.27","2021-06-28","179","1.093.034",75,73,NA,NA
"405","1.093.034_2021-07-02","ND.213","ND.054.27","2021-07-02","183","1.093.034",75,75,NA,NA
"406","1.093.034_2021-07-07","ND.213","ND.054.27","2021-07-07","188","1.093.034",75,75,NA,NA
"407","1.093.034_2021-07-12","ND.213","ND.054.27","2021-07-12","193","1.093.034",79,79,79,79
"408","1.093.034_2021-07-15","ND.213","ND.054.27","2021-07-15","196","1.093.034",79,79,79,79
"409","1.093.034_2021-07-19","ND.213","ND.054.27","2021-07-19","200","1.093.034",79,79,79,79
"410","1.093.034_2021-07-23","ND.213","ND.054.27","2021-07-23","204","1.093.034",79,79,79,79
"411","1.093.034_2021-07-26","ND.213","ND.054.27","2021-07-26","207","1.093.034",79,79,79,79
"412","1.093.034_2021-08-05","ND.213","ND.054.27","2021-08-05","217","1.093.034",79,79,79,79
"413","1.093.035_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.093.035",5,3,1,1
"414","1.093.035_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.093.035",8,0,0,0
"415","1.093.035_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.093.035",0,0,0,0
"416","1.093.035_2021-05-08","ND.213","ND.054.27","2021-05-08","128","1.093.035",5,5,5,5
"417","1.093.035_2021-05-14","ND.213","ND.054.27","2021-05-14","134","1.093.035",7,7,7,5
"418","1.093.035_2021-05-17","ND.213","ND.054.27","2021-05-17","137","1.093.035",11,8,8,8
"419","1.093.035_2021-05-20","ND.213","ND.054.27","2021-05-20","140","1.093.035",14,14,14,13
"420","1.093.035_2021-05-25","ND.213","ND.054.27","2021-05-25","145","1.093.035",55,55,53,53
"421","1.093.035_2021-06-01","ND.213","ND.054.27","2021-06-01","152","1.093.035",57,57,55,55
"422","1.093.035_2021-06-04","ND.213","ND.054.27","2021-06-04","155","1.093.035",60,60,57,57
"423","1.093.035_2021-06-07","ND.213","ND.054.27","2021-06-07","158","1.093.035",69,68,67,69
"424","1.093.035_2021-06-14","ND.213","ND.054.27","2021-06-14","165","1.093.035",75,75,75,73
"425","1.093.035_2021-06-17","ND.213","ND.054.27","2021-06-17","168","1.093.035",75,75,75,73
"426","1.093.035_2021-06-21","ND.213","ND.054.27","2021-06-21","172","1.093.035",75,75,75,75
"427","1.093.035_2021-06-24","ND.213","ND.054.27","2021-06-24","175","1.093.035",75,75,75,75
"428","1.093.035_2021-06-28","ND.213","ND.054.27","2021-06-28","179","1.093.035",79,79,79,79
"429","1.093.035_2021-07-02","ND.213","ND.054.27","2021-07-02","183","1.093.035",79,79,79,79
"430","1.093.035_2021-07-07","ND.213","ND.054.27","2021-07-07","188","1.093.035",79,79,79,79
"431","1.093.035_2021-07-12","ND.213","ND.054.27","2021-07-12","193","1.093.035",79,79,79,79
"432","1.093.035_2021-07-15","ND.213","ND.054.27","2021-07-15","196","1.093.035",79,79,79,79
"433","1.093.035_2021-07-19","ND.213","ND.054.27","2021-07-19","200","1.093.035",79,79,79,79
"434","1.093.035_2021-07-23","ND.213","ND.054.27","2021-07-23","204","1.093.035",79,79,79,79
"435","1.093.035_2021-07-26","ND.213","ND.054.27","2021-07-26","207","1.093.035",79,79,79,79
"436","1.093.035_2021-08-05","ND.213","ND.054.27","2021-08-05","217","1.093.035",85,85,85,85
"437","1.093.036_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.093.036",5,3,1,0
"438","1.093.036_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.093.036",5,5,3,3
"439","1.093.036_2020-05-20","ND.213","ND.054.27","2020-05-20","141","1.093.036",5,3,3,1
"440","1.093.036_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.093.036",8,5,3,1
"441","1.093.036_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.093.036",11,11,3,0
"442","1.093.036_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.093.036",12,12,0,0
"443","1.093.036_2020-06-06","ND.213","ND.054.27","2020-06-06","158","1.093.036",14,13,12,0
"444","1.093.036_2020-06-08","ND.213","ND.054.27","2020-06-08","160","1.093.036",15,14,13,0
"445","1.093.036_2021-05-08","ND.213","ND.054.27","2021-05-08","128","1.093.036",3,3,5,1
"446","1.093.036_2021-05-14","ND.213","ND.054.27","2021-05-14","134","1.093.036",7,5,5,5
"447","1.093.036_2021-05-17","ND.213","ND.054.27","2021-05-17","137","1.093.036",11,11,8,8
"448","1.093.036_2021-05-20","ND.213","ND.054.27","2021-05-20","140","1.093.036",13,14,14,14
"449","1.093.036_2021-05-25","ND.213","ND.054.27","2021-05-25","145","1.093.036",55,53,53,53
"450","1.093.036_2021-06-01","ND.213","ND.054.27","2021-06-01","152","1.093.036",55,57,53,53
"451","1.093.036_2021-06-04","ND.213","ND.054.27","2021-06-04","155","1.093.036",57,57,57,57
"452","1.093.036_2021-06-07","ND.213","ND.054.27","2021-06-07","158","1.093.036",68,68,67,65
"453","1.093.036_2021-06-14","ND.213","ND.054.27","2021-06-14","165","1.093.036",73,73,73,73
"454","1.093.036_2021-06-17","ND.213","ND.054.27","2021-06-17","168","1.093.036",71,75,73,73
"455","1.093.036_2021-06-21","ND.213","ND.054.27","2021-06-21","172","1.093.036",73,73,73,73
"456","1.093.036_2021-06-24","ND.213","ND.054.27","2021-06-24","175","1.093.036",73,75,75,73
"457","1.093.036_2021-06-28","ND.213","ND.054.27","2021-06-28","179","1.093.036",77,77,77,77
"458","1.093.036_2021-07-02","ND.213","ND.054.27","2021-07-02","183","1.093.036",79,79,79,79
"459","1.093.036_2021-07-07","ND.213","ND.054.27","2021-07-07","188","1.093.036",79,79,79,79
"460","1.093.036_2021-07-12","ND.213","ND.054.27","2021-07-12","193","1.093.036",79,79,79,79
"461","1.093.036_2021-07-15","ND.213","ND.054.27","2021-07-15","196","1.093.036",79,79,79,79
"462","1.093.036_2021-07-19","ND.213","ND.054.27","2021-07-19","200","1.093.036",79,79,79,79
"463","1.093.036_2021-07-23","ND.213","ND.054.27","2021-07-23","204","1.093.036",79,79,79,79
"464","1.093.036_2021-07-26","ND.213","ND.054.27","2021-07-26","207","1.093.036",79,79,79,79
"465","1.093.036_2021-08-05","ND.213","ND.054.27","2021-08-05","217","1.093.036",85,79,79,79
"466","1.093.037_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.093.037",5,5,3,3
"467","1.093.037_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.093.037",5,5,5,5
"468","1.093.037_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.093.037",7,7,5,5
"469","1.093.037_2020-05-20","ND.213","ND.054.27","2020-05-20","141","1.093.037",12,12,11,11
"470","1.093.037_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.093.037",13,13,13,13
"471","1.093.037_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.093.037",14,14,14,14
"472","1.093.037_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.093.037",15,15,15,15
"473","1.093.037_2020-06-06","ND.213","ND.054.27","2020-06-06","158","1.093.037",19,18,17,15
"474","1.093.037_2020-06-08","ND.213","ND.054.27","2020-06-08","160","1.093.037",68,65,64,60
"475","1.093.037_2020-06-11","ND.213","ND.054.27","2020-06-11","163","1.093.037",69,69,69,69
"476","1.093.037_2020-06-14","ND.213","ND.054.27","2020-06-14","166","1.093.037",69,69,69,69
"477","1.093.037_2020-06-18","ND.213","ND.054.27","2020-06-18","170","1.093.037",75,75,75,75
"478","1.093.037_2020-06-21","ND.213","ND.054.27","2020-06-21","173","1.093.037",75,75,75,75
"479","1.093.037_2020-06-25","ND.213","ND.054.27","2020-06-25","177","1.093.037",77,77,75,75
"480","1.093.037_2020-06-29","ND.213","ND.054.27","2020-06-29","181","1.093.037",79,77,77,77
"481","1.093.037_2020-07-02","ND.213","ND.054.27","2020-07-02","184","1.093.037",77,79,79,79
"482","1.093.037_2020-07-05","ND.213","ND.054.27","2020-07-05","187","1.093.037",79,79,79,77
"483","1.093.037_2020-07-13","ND.213","ND.054.27","2020-07-13","195","1.093.037",36,33,NA,NA
"484","1.093.037_2020-07-22","ND.213","ND.054.27","2020-07-22","204","1.093.037",79,79,79,79
"485","1.093.037_2020-07-27","ND.213","ND.054.27","2020-07-27","209","1.093.037",79,79,79,79
"486","1.093.037_2020-08-02","ND.213","ND.054.27","2020-08-02","215","1.093.037",79,79,79,79
